     0.000 -7.8887E+0003
    -4.800  3.4129E+0004
    -4.850  3.6655E+0004
    -4.900  3.7147E+0004
    -4.950  3.4465E+0004
    -5.000  3.6774E+0004
    -5.050  3.2210E+0004
    -5.100  3.2765E+0004
    -5.150  3.1164E+0004
    -5.200  3.0631E+0004
    -5.250  2.8742E+0004
    -5.300  2.3115E+0004
    -5.350  2.4615E+0004
    -5.400  2.3320E+0004
    -5.450  2.5024E+0004
    -5.500  2.4962E+0004
    -5.550  2.2276E+0004
    -5.600  2.2330E+0004
    -5.650  2.2209E+0004
    -5.700  2.2571E+0004
    -5.750  2.5762E+0004
    -5.800  2.5296E+0004
    -5.850  2.5498E+0004
    -5.900  2.7135E+0004
    -5.950  2.5994E+0004
    -6.000  2.4185E+0004
    -6.050  2.4812E+0004
    -6.100  2.5206E+0004
    -6.150  2.5145E+0004
    -6.200  2.3690E+0004
    -6.250  2.0931E+0004
    -6.300  2.1372E+0004
    -6.350  2.0633E+0004
    -6.400  1.6817E+0004
    -6.450  2.0019E+0004
    -6.500  1.8500E+0004
    -6.550  1.6592E+0004
    -6.600  2.1789E+0004
    -6.650  2.3033E+0004
    -6.700  2.1602E+0004
    -6.750  2.0871E+0004
    -6.800  2.0940E+0004
    -6.850  2.1242E+0004
    -6.900  2.0376E+0004
    -6.950  2.0257E+0004
    -7.000  2.0205E+0004
    -7.050  1.8096E+0004
    -7.100  1.6617E+0004
    -7.150  1.3224E+0004
    -7.200  1.2997E+0004
    -7.250  1.1867E+0004
    -7.300  1.0105E+0004
    -7.350  9.0053E+0003
    -7.400  9.3296E+0003
    -7.450  9.8238E+0003
    -7.500  8.5079E+0003
    -7.550  8.6841E+0003
    -7.600  4.6428E+0003
    -7.650  3.9625E+0003
    -7.700  4.3847E+0003
    -7.750  3.9105E+0003
    -7.800  5.8044E+0003
    -7.850  6.2085E+0003
    -7.900  8.3736E+0003
    -7.950  1.0527E+0004
    -8.000  7.4720E+0003
    -8.050  6.1243E+0003
    -8.100  9.4047E+0003
    -8.150  9.4194E+0003
    -8.200  6.8757E+0003
    -8.250  6.1516E+0003
    -8.300  9.3122E+0003
    -8.350  1.0959E+0004
    -8.400  9.3798E+0003
    -8.450  8.8172E+0003
    -8.500  5.6499E+0003
    -8.550  2.9557E+0003
    -8.600  7.4963E+0002
    -8.650  1.6844E+0002
    -8.700 -3.3222E+0002
    -8.750 -1.4497E+0003
    -8.800 -6.7726E+0003
    -8.850 -5.9503E+0003
    -8.900 -5.9733E+0003
    -8.950 -7.7038E+0003
    -9.000 -5.5339E+0003
    -9.050 -7.9867E+0003
    -9.100 -7.4218E+0003
    -9.150 -7.3105E+0003
    -9.200 -1.1300E+0004
    -9.250 -1.2623E+0004
    -9.300 -1.3238E+0004
    -9.350 -1.3545E+0004
    -9.400 -1.2828E+0004
    -9.450 -1.1489E+0004
    -9.500 -1.3637E+0004
    -9.550 -1.6847E+0004
    -9.600 -1.6470E+0004
    -9.650 -1.4142E+0004
    -9.700 -1.2610E+0004
    -9.750 -1.2978E+0004
    -9.800 -1.2378E+0004
    -9.850 -1.1532E+0004
    -9.900 -1.5023E+0004
    -9.950 -1.7145E+0004
   -10.000 -1.7655E+0004
   -10.050 -1.7756E+0004
   -10.100 -1.5886E+0004
   -10.150 -1.6460E+0004
   -10.200 -1.4021E+0004
   -10.250 -1.3255E+0004
   -10.300 -1.1034E+0004
   -10.350 -1.4549E+0004
   -10.400 -1.3744E+0004
   -10.450 -1.0617E+0004
   -10.500 -1.1533E+0004
   -10.550 -1.3745E+0004
   -10.600 -1.7672E+0004
   -10.650 -1.8713E+0004
   -10.700 -1.5623E+0004
   -10.750 -1.7467E+0004
   -10.800 -1.4900E+0004
   -10.850 -1.4422E+0004
   -10.900 -1.6108E+0004
   -10.950 -1.3194E+0004
   -11.000 -1.5470E+0004
   -11.050 -1.3607E+0004
   -11.100 -1.4958E+0004
   -11.150 -1.6300E+0004
   -11.200 -1.8742E+0004
   -11.250 -1.4958E+0004
   -11.300 -1.5832E+0004
   -11.350 -1.9907E+0004
   -11.400 -1.9206E+0004
   -11.450 -1.5413E+0004
   -11.500 -9.8974E+0003
   -11.550 -4.6285E+0003
   -11.600 -5.5437E+0003
   -11.650 -8.1579E+0003
   -11.700 -1.0345E+0004
   -11.750 -1.3219E+0004
   -11.800 -1.2091E+0004
   -11.850 -1.4011E+0004
   -11.900 -1.6102E+0004
   -11.950 -1.4844E+0004
   -12.000 -1.6895E+0004
   -12.050 -1.7304E+0004
   -12.100 -1.7339E+0004
   -12.150 -1.9796E+0004
   -12.200 -1.7900E+0004
   -12.250 -1.3635E+0004
   -12.300 -1.2735E+0004
   -12.350 -1.6784E+0004
   -12.400 -1.1366E+0004
   -12.450 -8.2198E+0003
   -12.500 -1.0835E+0004
   -12.550 -1.8439E+0004
   -12.600 -1.9999E+0004
   -12.650 -1.9874E+0004
   -12.700 -2.2457E+0004
   -12.750 -2.0537E+0004
   -12.800 -1.8467E+0004
   -12.850 -1.9410E+0004
   -12.900 -2.3128E+0004
   -12.950 -2.2749E+0004
   -13.000 -2.6876E+0004
   -13.050 -3.5800E+0004
   -13.100 -3.7520E+0004
   -13.150 -3.9108E+0004
   -13.200 -3.9140E+0004
   -13.250 -3.6532E+0004
   -13.300 -4.2107E+0004
   -13.350 -4.3924E+0004
   -13.400 -4.1189E+0004
   -13.450 -4.1871E+0004
   -13.500 -4.1854E+0004
   -13.550 -3.9231E+0004
   -13.600 -3.9634E+0004
   -13.650 -4.4075E+0004
   -13.700 -4.3159E+0004
   -13.750 -4.6896E+0004
   -13.800 -4.2973E+0004
   -13.850 -4.4958E+0004
   -13.900 -5.0672E+0004
   -13.950 -4.9121E+0004
   -14.000 -5.0932E+0004
   -14.050 -4.9366E+0004
   -14.100 -5.0635E+0004
   -14.150 -5.4821E+0004
   -14.200 -5.7654E+0004
   -14.250 -5.2116E+0004
   -14.300 -4.9619E+0004
   -14.350 -4.5926E+0004
   -14.400 -4.6534E+0004
   -14.450 -4.6428E+0004
   -14.500 -4.3956E+0004
   -14.550 -4.4181E+0004
   -14.600 -4.0622E+0004
   -14.650 -4.4756E+0004
   -14.700 -5.4488E+0004
   -14.750 -5.8147E+0004
   -14.800 -5.8532E+0004
   -14.850 -6.0828E+0004
   -14.900 -6.7157E+0004
   -14.950 -6.9735E+0004
   -15.000 -7.5008E+0004
   -15.050 -7.3431E+0004
   -15.100 -7.5057E+0004
   -15.150 -7.3152E+0004
   -15.200 -7.2044E+0004
   -15.250 -7.4136E+0004
   -15.300 -7.1504E+0004
   -15.350 -7.6998E+0004
   -15.400 -8.0057E+0004
   -15.450 -8.2650E+0004
   -15.500 -8.6505E+0004
   -15.550 -8.6377E+0004
   -15.600 -8.5272E+0004
   -15.650 -8.1034E+0004
   -15.700 -7.8338E+0004
   -15.750 -8.5941E+0004
   -15.800 -8.4044E+0004
   -15.850 -8.3288E+0004
   -15.900 -8.2901E+0004
   -15.950 -8.4205E+0004
   -16.000 -8.6204E+0004
   -16.050 -8.2440E+0004
   -16.100 -7.8495E+0004
   -16.150 -7.7684E+0004
   -16.200 -7.6271E+0004
   -16.250 -7.4175E+0004
   -16.300 -7.3169E+0004
   -16.350 -7.4540E+0004
   -16.400 -7.7057E+0004
   -16.450 -7.5254E+0004
   -16.500 -7.8422E+0004
   -16.550 -7.5816E+0004
