    0.100       -60.97      -148.01       -60.97      -163.76 
    0.200       -60.97      -139.53       -60.97      -160.60 
    0.300       -60.97      -142.09       -60.97      -156.38 
    0.401       -60.97      -144.29       -60.97      -153.52 
    0.501       -61.00      -140.99       -60.97      -151.67 
    0.601       -61.00      -140.08       -60.98      -149.53 
    0.701       -61.00      -142.70       -60.99      -147.64 
    0.801       -61.00      -139.89       -60.99      -146.65 
    0.901       -61.00      -134.64       -60.99      -145.29 
    1.002       -61.00      -140.93       -60.99      -143.16 
    1.102       -61.00      -155.40       -61.00      -142.71 
    1.202       -61.00      -159.00       -61.00      -145.25 
    1.302       -61.00      -151.67       -61.00      -148.01 
    1.402       -61.00      -151.98       -61.00      -148.74 
    1.502       -60.97      -159.73       -61.00      -149.39 
    1.602       -60.97      -157.78       -61.00      -151.46 
    1.703       -60.97      -149.41       -60.99      -152.73 
    1.803       -61.00      -152.95       -60.99      -152.06 
    1.903       -61.00      -163.15       -60.99      -152.24 
    2.003       -60.97      -162.60       -60.99      -154.43 
    2.103       -60.97      -156.25       -60.99      -156.06 
    2.203       -60.97      -157.35       -60.99      -156.10 
    2.303       -61.00      -160.10       -60.98      -156.35 
    2.404       -61.00      -154.54       -60.99      -157.10 
    2.504       -61.00      -146.48       -60.99      -156.59 
    2.604       -60.97      -142.58       -60.99      -154.56 
    2.704       -61.00      -139.10       -60.99      -152.16 
    2.804       -61.00      -136.90       -60.99      -149.55 
    2.904       -61.04      -141.36       -61.00      -147.01 
    3.004       -61.04      -145.20       -61.00      -145.88 
    3.105       -61.04      -138.00       -61.01      -145.74 
    3.205       -61.04      -128.17       -61.01      -144.19 
    3.305       -61.04      -130.49       -61.02      -140.98 
    3.405       -61.04      -138.73       -61.02      -138.88 
    3.505       -61.00      -138.24       -61.02      -138.85 
    3.605       -61.00      -135.99       -61.02      -138.73 
    3.706       -61.00      -142.70       -61.02      -138.18 
    3.806       -60.97      -144.84       -61.01      -139.09 
    3.906       -60.97      -134.58       -61.01      -140.24 
    4.006       -61.00      -132.81       -61.00      -139.11 
    4.106       -61.00      -150.21       -61.00      -137.84 
