   0.250         0.000    
   0.500         0.000    
   0.750         0.000    
   1.000         0.000    
   1.250         0.000    
   1.500         0.000    
   1.750         0.000    
   2.000         0.000    
   2.250         0.000    
   2.500         0.000    
   2.750         0.001    
   3.000         0.007    
   3.250         0.073    
   3.500         0.538    
   3.750         2.928    
   4.000        11.994    
   4.250        38.054    
   4.500        96.629    
   4.750       193.221    
   5.000       321.003    
   5.250       442.379    
   5.500       522.345    
   5.750       539.220    
   6.000       494.116    
   6.250       409.200    
   6.500       310.897    
   6.750       220.792    
   7.000       148.751    
   7.250        96.527    
   7.500        61.348    
   7.750        38.877    
   8.000        25.015    
   8.250        16.667    
   8.500        11.652    
   8.750         8.634    
   9.000         6.790    
   9.250         5.553    
   9.500         4.612    
   9.750         3.942    
  10.000         3.743    
  10.250         4.543    
  10.500         7.204    
  10.750        13.112    
  11.000        23.738    
  11.250        40.648    
  11.500        64.427    
  11.750        94.984    
  12.000       130.674    
  12.250       168.917    
  12.500       206.637    
  12.750       240.700    
  13.000       268.472    
  13.250       287.925    
  13.500       297.808    
  13.750       297.788    
  14.000       288.261    
  14.250       270.360    
  14.500       245.846    
  14.750       216.953    
  15.000       185.822    
  15.250       154.666    
  15.500       125.325    
  15.750        99.113    
  16.000        76.769    
  16.250        58.505    
  16.500        44.170    
  16.750        33.349    
  17.000        25.522    
  17.250        20.233    
  17.500        17.221    
  17.750        16.568    
  18.000        18.593    
  18.250        23.826    
  18.500        32.686    
  18.750        45.509    
  19.000        62.213    
  19.250        82.277    
  19.500       104.887    
  19.750       128.873    
  20.000       152.804    
  20.250       175.328    
  20.500       195.331    
  20.750       211.921    
  21.000       224.473    
  21.250       232.603    
  21.500       236.109    
  21.750       234.904    
  22.000       229.191    
  22.250       219.301    
  22.500       205.754    
  22.750       189.275    
  23.000       170.706    
  23.250       151.005    
  23.500       131.209    
  23.750       112.246    
  24.000        94.858    
  24.250        79.569    
  24.500        66.628    
  24.750        56.149    
  25.000        48.179    
  25.250        42.781    
  25.500        40.090    
  25.750        40.298    
  26.000        43.590    
  26.250        50.051    
  26.500        59.595    
  26.750        71.920    
  27.000        86.527    
  27.250       102.729    
  27.500       119.745    
  27.750       136.747    
  28.000       152.890    
  28.250       167.437    
  28.500       179.849    
  28.750       189.756    
  29.000       196.958    
  29.250       201.343    
  29.500       202.860    
  29.750       201.469    
  30.000       197.180    
  30.250       190.178    
  30.500       180.808    
  30.750       169.435    
