    -0.200     -0.038
    -0.250      0.302
    -0.300      0.092
    -0.350     -0.113
    -0.400      0.353
    -0.450      0.252
    -0.500      0.282
    -0.550      0.188
    -0.600      0.009
    -0.650      0.015
    -0.700      0.367
    -0.750     -0.002
    -0.800      0.618
    -0.850      0.462
    -0.900      0.657
    -0.950      0.482
    -1.000      0.432
    -1.050      0.639
    -1.100      0.301
    -1.150      0.901
    -1.200      0.544
    -1.250      0.506
    -1.300      0.870
    -1.350      0.631
    -1.400      0.830
    -1.450      0.387
    -1.500      0.653
    -1.550      0.509
    -1.600      0.895
    -1.650      0.749
    -1.700      0.861
    -1.750      0.696
    -1.800      0.441
    -1.850      0.228
    -1.900     -0.150
    -1.950      0.322
    -2.000      0.202
    -2.050      0.492
    -2.100      0.228
    -2.150      0.361
    -2.200     -0.115
    -2.250      0.085
    -2.300      0.144
    -2.350      0.006
    -2.400     -0.428
    -2.450     -0.287
    -2.500     -0.438
    -2.550     -0.770
    -2.600     -0.652
    -2.650     -0.125
    -2.700     -0.541
    -2.750     -0.487
    -2.800     -0.391
    -2.850     -0.909
    -2.900     -0.831
    -2.950     -0.881
    -3.000     -0.749
    -3.050     -0.756
    -3.100     -0.598
    -3.150     -0.942
    -3.200     -0.777
    -3.250     -0.863
    -3.300     -0.749
    -3.350     -0.555
    -3.400     -0.715
    -3.450     -0.686
    -3.500     -0.579
    -3.550     -0.347
    -3.600     -0.864
    -3.650     -0.750
    -3.700     -0.626
    -3.750     -0.556
    -3.800     -0.045
    -3.850     -0.350
    -3.900     -0.138
    -3.950     -0.372
    -4.000     -0.376
    -4.050     -0.569
    -4.100     -0.409
    -4.150      0.122
    -4.200     -0.580
    -4.250      0.026
    -4.300     -0.087
    -4.350      0.259
    -4.400      0.264
    -4.450     -0.004
    -4.500      0.171
    -4.550      0.129
    -4.600     -0.097
    -4.650      0.155
    -4.700      0.085
    -4.750      0.150
    -4.800      0.226
    -4.850      0.269
    -4.900      0.286
    -4.950      0.028
    -5.000      0.253
    -5.050      0.076
    -5.100      0.311
    -5.150      0.675
    -5.200      0.360
    -5.250      0.218
    -5.300     -0.131
    -5.350      0.319
    -5.400      0.099
    -5.450      0.085
    -5.500      0.208
    -5.550      0.331
    -5.600      0.000
    -5.650      0.429
    -5.700      0.356
    -5.750      0.078
    -5.800     -0.138
    -5.850      0.227
    -5.900      0.035
    -5.950      0.036
    -6.000      0.231
    -6.050      0.323
    -6.100      0.068
    -6.150      0.153
    -6.200      0.108
    -6.250      0.061
    -6.300      0.054
    -6.350      0.019
    -6.400      0.181
    -6.450      0.331
    -6.500      0.214
    -6.550      0.352
    -6.600     -0.041
    -6.650     -0.120
    -6.700     -0.187
    -6.750     -0.036
    -6.800      0.235
    -6.850      0.221
    -6.900     -0.031
    -6.950      0.055
    -7.000     -0.043
    -7.050      0.218
    -7.100      0.256
    -7.150     -0.000
    -7.200      0.252
    -7.250      0.157
    -7.300      0.105
    -7.350      0.163
    -7.400     -0.019
    -7.450      0.161
    -7.500     -0.277
    -7.550      0.159
    -7.600      0.158
    -7.650     -0.136
    -7.700      0.033
    -7.750     -0.087
    -7.800      0.127
    -7.850     -0.050
    -7.900      0.154
    -7.950     -0.121
    -8.000      0.242
    -8.050      0.343
    -8.100     -0.034
    -8.150      0.101
    -8.200      0.404
    -8.250      0.051
    -8.300      0.109
    -8.350      0.094
    -8.400      0.119
    -8.450      0.223
    -8.500      0.078
    -8.550      0.396
    -8.600      0.072
    -8.650     -0.106
    -8.700     -0.016
    -8.750     -0.223
    -8.800      0.272
    -8.850      0.372
    -8.900     -0.028
    -8.950      0.127
    -9.000     -0.080
