   0.075  0.00E+0000  1.372E+0000 
   0.150  0.00E+0000  2.739E+0000 
   0.225  0.00E+0000  4.101E+0000 
   0.300  0.00E+0000  5.459E+0000 
   0.375  0.00E+0000  6.813E+0000 
   0.450  0.00E+0000  8.165E+0000 
   0.525  0.00E+0000  9.515E+0000 
   0.600  0.00E+0000  1.086E+0001 
   0.675  0.00E+0000  1.222E+0001 
   0.750  0.00E+0000  1.360E+0001 
   0.825  0.00E+0000  1.500E+0001 
   0.900  0.00E+0000  1.647E+0001 
   0.975  0.00E+0000  1.803E+0001 
   1.050  0.00E+0000  1.976E+0001 
   1.125  0.00E+0000  2.176E+0001 
   1.200  0.00E+0000  2.424E+0001 
   1.275  0.00E+0000  2.757E+0001 
   1.350  0.00E+0000  3.248E+0001 
   1.425  0.00E+0000  4.025E+0001 
   1.500  0.00E+0000  5.172E+0001 
   1.575  0.00E+0000  6.418E+0001 
   1.650  0.00E+0000  7.344E+0001 
   1.725  0.00E+0000  7.802E+0001 
   1.800  0.00E+0000  7.803E+0001 
   1.875  0.00E+0000  7.394E+0001 
   1.950  0.00E+0000  6.659E+0001 
   2.025  0.00E+0000  5.726E+0001 
   2.100  0.00E+0000  4.732E+0001 
   2.175  0.00E+0000  3.788E+0001 
   2.250  0.00E+0000  2.957E+0001 
   2.325  0.00E+0000  2.255E+0001 
   2.400  0.00E+0000  1.679E+0001 
   2.475  0.00E+0000  1.225E+0001 
   2.550  0.00E+0000  8.848E+0000 
   2.625  0.00E+0000  6.396E+0000 
   2.700  0.00E+0000  4.710E+0000 
   2.775  0.00E+0000  3.620E+0000 
   2.850  0.00E+0000  2.991E+0000 
   2.925  0.00E+0000  2.720E+0000 
   3.000  0.00E+0000  2.731E+0000 
   3.075  0.00E+0000  2.964E+0000 
   3.150  0.00E+0000  3.375E+0000 
   3.225  0.00E+0000  3.930E+0000 
   3.300  0.00E+0000  4.600E+0000 
   3.375  0.00E+0000  5.364E+0000 
   3.450  0.00E+0000  6.204E+0000 
   3.525  0.00E+0000  7.108E+0000 
   3.600  0.00E+0000  8.062E+0000 
   3.675  0.00E+0000  9.058E+0000 
   3.750  0.00E+0000  1.008E+0001 
   3.825  0.00E+0000  1.114E+0001 
   3.900  0.00E+0000  1.222E+0001 
   3.975  0.00E+0000  1.332E+0001 
   4.050  0.00E+0000  1.444E+0001 
   4.125  0.00E+0000  1.558E+0001 
   4.200  0.00E+0000  1.675E+0001 
   4.275  0.00E+0000  1.795E+0001 
   4.350  0.00E+0000  1.919E+0001 
   4.425  0.00E+0000  2.051E+0001 
   4.500  0.00E+0000  2.192E+0001 
   4.575  0.00E+0000  2.347E+0001 
   4.650  0.00E+0000  2.522E+0001 
   4.725  0.00E+0000  2.726E+0001 
   4.800  0.00E+0000  2.973E+0001 
   4.875  0.00E+0000  3.277E+0001 
   4.950  0.00E+0000  3.655E+0001 
   5.025  0.00E+0000  4.105E+0001 
   5.100  0.00E+0000  4.581E+0001 
   5.175  0.00E+0000  4.985E+0001 
   5.250  0.00E+0000  5.227E+0001 
   5.325  0.00E+0000  5.264E+0001 
   5.400  0.00E+0000  5.103E+0001 
   5.475  0.00E+0000  4.779E+0001 
   5.550  0.00E+0000  4.344E+0001 
   5.625  0.00E+0000  3.855E+0001 
   5.700  0.00E+0000  3.359E+0001 
   5.775  0.00E+0000  2.887E+0001 
   5.850  0.00E+0000  2.457E+0001 
   5.925  0.00E+0000  2.079E+0001 
   6.000  0.00E+0000  1.759E+0001 
   6.075  0.00E+0000  1.499E+0001 
   6.150  0.00E+0000  1.296E+0001 
   6.225  0.00E+0000  1.146E+0001 
   6.300  0.00E+0000  1.039E+0001 
   6.375  0.00E+0000  9.713E+0000 
   6.450  0.00E+0000  9.339E+0000 
   6.525  0.00E+0000  9.223E+0000 
   6.600  0.00E+0000  9.320E+0000 
   6.675  0.00E+0000  9.592E+0000 
   6.750  0.00E+0000  1.000E+0001 
   6.825  0.00E+0000  1.054E+0001 
   6.900  0.00E+0000  1.118E+0001 
   6.975  0.00E+0000  1.189E+0001 
   7.050  0.00E+0000  1.268E+0001 
   7.125  0.00E+0000  1.352E+0001 
   7.200  0.00E+0000  1.440E+0001 
   7.275  0.00E+0000  1.533E+0001 
   7.350  0.00E+0000  1.629E+0001 
   7.425  0.00E+0000  1.729E+0001 
   7.500  0.00E+0000  1.832E+0001 
   7.575  0.00E+0000  1.938E+0001 
   7.650  0.00E+0000  2.050E+0001 
   7.725  0.00E+0000  2.167E+0001 
   7.800  0.00E+0000  2.292E+0001 
   7.875  0.00E+0000  2.428E+0001 
   7.950  0.00E+0000  2.577E+0001 
   8.025  0.00E+0000  2.745E+0001 
   8.100  0.00E+0000  2.937E+0001 
   8.175  0.00E+0000  3.159E+0001 
   8.250  0.00E+0000  3.416E+0001 
   8.325  0.00E+0000  3.705E+0001 
   8.400  0.00E+0000  4.012E+0001 
   8.475  0.00E+0000  4.296E+0001 
   8.550  0.00E+0000  4.506E+0001 
   8.625  0.00E+0000  4.599E+0001 
   8.700  0.00E+0000  4.558E+0001 
   8.775  0.00E+0000  4.391E+0001 
   8.850  0.00E+0000  4.125E+0001 
   8.925  0.00E+0000  3.794E+0001 
   9.000  0.00E+0000  3.432E+0001 
   9.075  0.00E+0000  3.065E+0001 
   9.150  0.00E+0000  2.712E+0001 
   9.225  0.00E+0000  2.385E+0001 
   9.300  0.00E+0000  2.095E+0001 
   9.375  0.00E+0000  1.847E+0001 
   9.450  0.00E+0000  1.643E+0001 
   9.525  0.00E+0000  1.484E+0001 
   9.600  0.00E+0000  1.365E+0001 
