
POLYNOMIAL FIT DATA:
ZONE            = ZONE 001 (Zone  1)
X-Axis Variable = V4 (Variable  4)
Y-Axis Variable = V1 (Variable  1)

Pwr,Coef
 0 |    6.005929753564E+000
 1 |    2.321619031004E+001
 2 |   -3.234957895743E+001
 3 |    2.933899945213E+001
 4 |   -1.544125212086E+001
 5 |    4.920691391198E+000
 6 |   -9.635951368456E-001
 7 |    1.133177436571E-001
 8 |   -7.340390546965E-003
 9 |    2.012867523664E-004
