   0.075  0.00E+0000  7.726E-0004 
   0.150  0.00E+0000  3.148E-0001 
   0.225  0.00E+0000  3.435E-0001 
   0.300  0.00E+0000  7.161E-0001 
   0.375  0.00E+0000  9.326E-0001 
   0.450  0.00E+0000  8.729E-0001 
   0.525  0.00E+0000  1.101E+0000 
   0.600  0.00E+0000  1.618E+0000 
   0.675  0.00E+0000  1.579E+0000 
   0.750  0.00E+0000  1.542E+0000 
   0.825  0.00E+0000  1.791E+0000 
   0.900  0.00E+0000  2.124E+0000 
   0.975  0.00E+0000  2.299E+0000 
   1.050  0.00E+0000  2.630E+0000 
   1.125  0.00E+0000  2.791E+0000 
   1.200  0.00E+0000  3.124E+0000 
   1.275  0.00E+0000  3.075E+0000 
   1.350  0.00E+0000  3.378E+0000 
   1.425  0.00E+0000  3.937E+0000 
   1.500  0.00E+0000  4.070E+0000 
   1.575  0.00E+0000  4.107E+0000 
   1.650  0.00E+0000  4.453E+0000 
   1.725  0.00E+0000  4.339E+0000 
   1.800  0.00E+0000  4.988E+0000 
   1.875  0.00E+0000  5.251E+0000 
   1.950  0.00E+0000  5.203E+0000 
   2.025  0.00E+0000  5.121E+0000 
   2.100  0.00E+0000  5.464E+0000 
   2.175  0.00E+0000  5.492E+0000 
   2.250  0.00E+0000  5.670E+0000 
   2.325  0.00E+0000  6.003E+0000 
   2.400  0.00E+0000  6.056E+0000 
   2.475  0.00E+0000  6.145E+0000 
   2.550  0.00E+0000  6.160E+0000 
   2.625  0.00E+0000  6.284E+0000 
   2.700  0.00E+0000  6.296E+0000 
   2.775  0.00E+0000  6.399E+0000 
   2.850  0.00E+0000  6.466E+0000 
   2.925  0.00E+0000  6.800E+0000 
   3.000  0.00E+0000  6.789E+0000 
   3.075  0.00E+0000  6.845E+0000 
   3.150  0.00E+0000  6.941E+0000 
   3.225  0.00E+0000  6.961E+0000 
   3.300  0.00E+0000  7.026E+0000 
   3.375  0.00E+0000  7.010E+0000 
   3.450  0.00E+0000  7.085E+0000 
   3.525  0.00E+0000  6.936E+0000 
   3.600  0.00E+0000  7.074E+0000 
   3.675  0.00E+0000  7.182E+0000 
   3.750  0.00E+0000  7.560E+0000 
   3.825  0.00E+0000  7.853E+0000 
   3.900  0.00E+0000  7.807E+0000 
   3.975  0.00E+0000  7.664E+0000 
   4.050  0.00E+0000  7.918E+0000 
   4.125  0.00E+0000  8.187E+0000 
   4.200  0.00E+0000  8.236E+0000 
   4.275  0.00E+0000  8.485E+0000 
   4.350  0.00E+0000  8.482E+0000 
   4.425  0.00E+0000  8.635E+0000 
   4.500  0.00E+0000  8.960E+0000 
   4.575  0.00E+0000  9.129E+0000 
   4.650  0.00E+0000  9.308E+0000 
   4.725  0.00E+0000  9.217E+0000 
   4.800  0.00E+0000  9.232E+0000 
   4.875  0.00E+0000  9.491E+0000 
   4.950  0.00E+0000  9.454E+0000 
   5.025  0.00E+0000  9.608E+0000 
   5.100  0.00E+0000  9.787E+0000 
   5.175  0.00E+0000  1.000E+0001 
   5.250  0.00E+0000  1.003E+0001 
   5.325  0.00E+0000  9.805E+0000 
   5.400  0.00E+0000  9.758E+0000 
   5.475  0.00E+0000  9.728E+0000 
   5.550  0.00E+0000  9.946E+0000 
   5.625  0.00E+0000  1.002E+0001 
   5.700  0.00E+0000  1.040E+0001 
   5.775  0.00E+0000  1.048E+0001 
   5.850  0.00E+0000  1.071E+0001 
   5.925  0.00E+0000  1.102E+0001 
   6.000  0.00E+0000  1.105E+0001 
   6.075  0.00E+0000  1.105E+0001 
   6.150  0.00E+0000  1.126E+0001 
   6.225  0.00E+0000  1.117E+0001 
   6.300  0.00E+0000  1.147E+0001 
   6.375  0.00E+0000  1.182E+0001 
   6.450  0.00E+0000  1.205E+0001 
   6.525  0.00E+0000  1.192E+0001 
   6.600  0.00E+0000  1.182E+0001 
   6.675  0.00E+0000  1.190E+0001 
   6.750  0.00E+0000  1.229E+0001 
   6.825  0.00E+0000  1.261E+0001 
   6.900  0.00E+0000  1.237E+0001 
   6.975  0.00E+0000  1.238E+0001 
   7.050  0.00E+0000  1.251E+0001 
   7.125  0.00E+0000  1.265E+0001 
   7.200  0.00E+0000  1.320E+0001 
   7.275  0.00E+0000  1.356E+0001 
   7.350  0.00E+0000  1.382E+0001 
   7.425  0.00E+0000  1.405E+0001 
   7.500  0.00E+0000  1.451E+0001 
   7.575  0.00E+0000  1.477E+0001 
   7.650  0.00E+0000  1.465E+0001 
   7.725  0.00E+0000  1.476E+0001 
   7.800  0.00E+0000  1.503E+0001 
   7.875  0.00E+0000  1.559E+0001 
   7.950  0.00E+0000  1.572E+0001 
   8.025  0.00E+0000  1.587E+0001 
   8.100  0.00E+0000  1.600E+0001 
   8.175  0.00E+0000  1.611E+0001 
   8.250  0.00E+0000  1.630E+0001 
   8.325  0.00E+0000  1.690E+0001 
   8.400  0.00E+0000  1.745E+0001 
   8.475  0.00E+0000  1.773E+0001 
   8.550  0.00E+0000  1.814E+0001 
   8.625  0.00E+0000  1.859E+0001 
   8.700  0.00E+0000  1.904E+0001 
   8.775  0.00E+0000  1.966E+0001 
   8.850  0.00E+0000  1.995E+0001 
   8.925  0.00E+0000  2.045E+0001 
   9.000  0.00E+0000  2.128E+0001 
   9.075  0.00E+0000  2.215E+0001 
   9.150  0.00E+0000  2.340E+0001 
   9.225  0.00E+0000  2.548E+0001 
   9.300  0.00E+0000  2.793E+0001 
   9.375  0.00E+0000  3.118E+0001 
   9.450  0.00E+0000  3.700E+0001 
   9.525  0.00E+0000  4.496E+0001 
