    0.015   -70.355     0.028  0.985    0.062
    0.030   -70.310     0.028  0.985    0.062
    0.045   -70.265     0.028  0.985    0.062
    0.060   -70.220     0.028  0.985    0.062
    0.075   -70.176     0.028  0.985    0.062
    0.090   -70.131     0.028  0.985    0.062
    0.105   -70.086     0.028  0.985    0.062
    0.120   -70.042     0.029  0.985    0.062
    0.135   -69.997     0.029  0.985    0.062
    0.150   -69.953     0.029  0.985    0.062
    0.165   -69.908     0.029  0.985    0.062
    0.180   -69.864     0.029  0.985    0.062
    0.195   -69.819     0.029  0.985    0.062
    0.210   -69.775     0.029  0.985    0.062
    0.225   -69.731     0.029  0.985    0.062
    0.240   -69.687     0.029  0.985    0.062
    0.255   -69.643     0.029  0.985    0.062
    0.270   -69.599     0.030  0.985    0.062
    0.285   -69.555     0.030  0.985    0.062
    0.300   -69.511     0.030  0.985    0.062
    0.315   -69.467     0.030  0.985    0.062
    0.330   -69.423     0.030  0.985    0.062
    0.345   -69.379     0.030  0.985    0.062
    0.360   -69.335     0.030  0.984    0.062
    0.375   -69.292     0.030  0.984    0.062
    0.390   -69.248     0.030  0.984    0.062
    0.405   -69.204     0.030  0.984    0.062
    0.420   -69.161     0.031  0.984    0.062
    0.435   -69.117     0.031  0.984    0.062
    0.450   -69.074     0.031  0.984    0.062
    0.465   -69.031     0.031  0.984    0.062
    0.480   -68.987     0.031  0.984    0.062
    0.495   -68.944     0.031  0.984    0.062
    0.510   -68.901     0.031  0.984    0.062
    0.525   -68.858     0.031  0.984    0.062
    0.540   -68.814     0.031  0.984    0.062
    0.555   -68.771     0.032  0.983    0.062
    0.570   -68.728     0.032  0.983    0.062
    0.585   -68.685     0.032  0.983    0.062
    0.600   -68.642     0.032  0.983    0.062
    0.615   -68.600     0.032  0.983    0.062
    0.630   -68.557     0.032  0.983    0.062
    0.645   -68.514     0.032  0.983    0.063
    0.660   -68.471     0.032  0.983    0.063
    0.675   -68.429     0.032  0.983    0.063
    0.690   -68.386     0.032  0.983    0.063
    0.705   -68.343     0.033  0.983    0.063
    0.720   -68.301     0.033  0.983    0.063
    0.735   -68.258     0.033  0.982    0.063
    0.750   -68.216     0.033  0.982    0.063
    0.765   -68.173     0.033  0.982    0.063
    0.780   -68.131     0.033  0.982    0.063
    0.795   -68.089     0.033  0.982    0.063
    0.810   -68.047     0.033  0.982    0.063
    0.825   -68.004     0.033  0.982    0.063
    0.840   -67.962     0.034  0.982    0.063
    0.855   -67.920     0.034  0.982    0.063
    0.870   -67.878     0.034  0.982    0.063
    0.885   -67.836     0.034  0.982    0.063
    0.900   -67.794     0.034  0.981    0.063
    0.915   -67.752     0.034  0.981    0.063
    0.930   -67.710     0.034  0.981    0.063
    0.945   -67.668     0.034  0.981    0.063
    0.960   -67.627     0.034  0.981    0.063
    0.975   -67.585     0.035  0.981    0.063
    0.990   -67.543     0.035  0.981    0.063
    1.005   -67.501     0.035  0.981    0.063
    1.020   -67.460     0.035  0.981    0.063
    1.035   -67.418     0.035  0.981    0.063
    1.050   -67.377     0.035  0.981    0.063
    1.065   -67.335     0.035  0.980    0.063
    1.080   -67.294     0.035  0.980    0.064
    1.095   -67.252     0.035  0.980    0.064
    1.110   -67.211     0.036  0.980    0.064
    1.125   -67.170     0.036  0.980    0.064
    1.140   -67.128     0.036  0.980    0.064
    1.155   -67.087     0.036  0.980    0.064
    1.170   -67.046     0.036  0.980    0.064
    1.185   -67.005     0.036  0.980    0.064
    1.200   -66.964     0.036  0.979    0.064
    1.215   -66.923     0.036  0.979    0.064
    1.230   -66.882     0.036  0.979    0.064
    1.245   -66.841     0.037  0.979    0.064
    1.260   -66.800     0.037  0.979    0.064
    1.275   -66.759     0.037  0.979    0.064
    1.290   -66.718     0.037  0.979    0.064
    1.305   -66.677     0.037  0.979    0.064
    1.320   -66.636     0.037  0.979    0.064
    1.335   -66.596     0.037  0.979    0.064
    1.350   -66.555     0.037  0.978    0.064
    1.365   -66.514     0.038  0.978    0.064
    1.380   -66.474     0.038  0.978    0.064
    1.395   -66.433     0.038  0.978    0.065
    1.410   -66.393     0.038  0.978    0.065
    1.425   -66.352     0.038  0.978    0.065
    1.440   -66.312     0.038  0.978    0.065
    1.455   -66.271     0.038  0.978    0.065
    1.470   -66.231     0.038  0.978    0.065
    1.485   -66.190     0.038  0.977    0.065
    1.500   -66.150     0.039  0.977    0.065
    1.515   -66.110     0.039  0.977    0.065
    1.530   -66.069     0.039  0.977    0.065
    1.545   -66.029     0.039  0.977    0.065
    1.560   -65.989     0.039  0.977    0.065
    1.575   -65.949     0.039  0.977    0.065
    1.590   -65.909     0.039  0.977    0.065
    1.605   -65.869     0.039  0.977    0.065
    1.620   -65.829     0.040  0.976    0.065
    1.635   -65.789     0.040  0.976    0.065
    1.650   -65.749     0.040  0.976    0.065
    1.665   -65.709     0.040  0.976    0.066
    1.680   -65.669     0.040  0.976    0.066
    1.695   -65.629     0.040  0.976    0.066
    1.710   -65.589     0.040  0.976    0.066
    1.725   -65.549     0.040  0.976    0.066
    1.740   -65.510     0.041  0.975    0.066
    1.755   -65.470     0.041  0.975    0.066
    1.770   -65.430     0.041  0.975    0.066
    1.785   -65.390     0.041  0.975    0.066
    1.800   -65.351     0.041  0.975    0.066
    1.815   -65.311     0.041  0.975    0.066
    1.830   -65.272     0.041  0.975    0.066
    1.845   -65.232     0.041  0.975    0.066
    1.860   -65.193     0.042  0.974    0.066
    1.875   -65.153     0.042  0.974    0.066
    1.890   -65.114     0.042  0.974    0.066
    1.905   -65.074     0.042  0.974    0.066
