   5.350  8.76E-0002  2.630E+0000 -4.000E+0001
   5.400  7.99E-0002  2.656E+0000 -4.000E+0001
   5.450  7.22E-0002  2.681E+0000 -4.000E+0001
   5.500  6.64E-0002  2.706E+0000 -4.000E+0001
   5.550  6.18E-0002  2.731E+0000 -4.000E+0001
   5.600  5.71E-0002  2.756E+0000 -4.000E+0001
   5.650  5.25E-0002  2.781E+0000 -4.000E+0001
   5.700  4.77E-0002  2.806E+0000 -4.000E+0001
   5.750  4.27E-0002  2.830E+0000 -4.000E+0001
   5.800  3.77E-0002  2.855E+0000 -4.000E+0001
   5.850  3.27E-0002  2.879E+0000 -4.000E+0001
   5.900  2.76E-0002  2.903E+0000 -4.000E+0001
   5.950  2.46E-0002  2.927E+0000 -4.000E+0001
   6.000  2.15E-0002  2.951E+0000 -4.000E+0001
   6.050  1.84E-0002  2.974E+0000 -4.000E+0001
   6.100  1.59E-0002  2.998E+0000 -4.000E+0001
   6.150  1.33E-0002  3.021E+0000 -4.000E+0001
   6.200  1.07E-0002  3.044E+0000 -4.000E+0001
   6.250  9.17E-0003  3.067E+0000 -4.000E+0001
   6.300  9.05E-0003  3.090E+0000 -4.000E+0001
   6.350  8.92E-0003  3.113E+0000 -4.000E+0001
   6.400  8.80E-0003  3.135E+0000 -4.000E+0001
   6.450  8.68E-0003  3.157E+0000 -4.000E+0001
   6.500  8.56E-0003  3.179E+0000 -4.000E+0001
   6.550  8.43E-0003  3.201E+0000 -4.000E+0001
   6.600  8.31E-0003  3.223E+0000 -4.000E+0001
   6.650  8.19E-0003  3.245E+0000 -4.000E+0001
   6.700  8.07E-0003  3.266E+0000 -4.000E+0001
   6.750  7.95E-0003  3.287E+0000 -4.000E+0001
   6.800  7.82E-0003  3.309E+0000 -4.000E+0001
   6.850  7.70E-0003  3.330E+0000 -4.000E+0001
   6.900  7.58E-0003  3.350E+0000 -4.000E+0001
   6.950  7.46E-0003  3.371E+0000 -4.000E+0001
   7.000  7.33E-0003  3.391E+0000 -4.000E+0001
   7.050  7.21E-0003  3.412E+0000 -4.000E+0001
   7.100  7.09E-0003  3.432E+0000 -4.000E+0001
   7.150  6.97E-0003  3.452E+0000 -4.000E+0001
   7.200  6.85E-0003  3.471E+0000 -4.000E+0001
   7.250  6.72E-0003  3.491E+0000 -4.000E+0001
   7.300  6.60E-0003  3.510E+0000 -4.000E+0001
   7.350  6.48E-0003  3.530E+0000 -4.000E+0001
   7.400  6.36E-0003  3.549E+0000 -4.000E+0001
   7.450  6.23E-0003  3.568E+0000 -4.000E+0001
   7.500  6.11E-0003  3.586E+0000 -4.000E+0001
   7.550  5.99E-0003  3.605E+0000 -4.000E+0001
   7.600  5.87E-0003  3.623E+0000 -4.000E+0001
   7.650  5.75E-0003  3.642E+0000 -4.000E+0001
   7.700  5.62E-0003  3.660E+0000 -4.000E+0001
   7.750  5.50E-0003  3.678E+0000 -4.000E+0001
   7.800  5.38E-0003  3.696E+0000 -4.000E+0001
   7.850  5.26E-0003  3.713E+0000 -4.000E+0001
   7.900  5.13E-0003  3.731E+0000 -4.000E+0001
   7.950  5.01E-0003  3.748E+0000 -4.000E+0001
   8.000  4.89E-0003  3.765E+0000 -4.000E+0001
   8.050  4.77E-0003  3.782E+0000 -4.000E+0001
   8.100  4.64E-0003  3.799E+0000 -4.000E+0001
   8.150  4.52E-0003  3.815E+0000 -4.000E+0001
   8.200  4.40E-0003  3.832E+0000 -4.000E+0001
   8.250  4.28E-0003  3.848E+0000 -4.000E+0001
   8.300  4.16E-0003  3.864E+0000 -4.000E+0001
   8.350  4.03E-0003  3.880E+0000 -4.000E+0001
   8.400  3.91E-0003  3.896E+0000 -4.000E+0001
   8.450  3.79E-0003  3.912E+0000 -4.000E+0001
   8.500  3.67E-0003  3.928E+0000 -4.000E+0001
   8.550  3.54E-0003  3.943E+0000 -4.000E+0001
   8.600  3.42E-0003  3.958E+0000 -4.000E+0001
   8.650  3.30E-0003  3.973E+0000 -4.000E+0001
   8.700  3.18E-0003  3.988E+0000 -4.000E+0001
   8.750  3.06E-0003  4.003E+0000 -4.000E+0001
   8.800  2.93E-0003  4.018E+0000 -4.000E+0001
   8.850  2.81E-0003  4.032E+0000 -4.000E+0001
   8.900  2.69E-0003  4.047E+0000 -4.000E+0001
   8.950  2.57E-0003  4.061E+0000 -4.000E+0001
   9.000  2.44E-0003  4.075E+0000 -4.000E+0001
   9.050  2.32E-0003  4.089E+0000 -4.000E+0001
   9.100  2.20E-0003  4.103E+0000 -4.000E+0001
   9.150  2.08E-0003  4.116E+0000 -4.000E+0001
   9.200  1.96E-0003  4.130E+0000 -4.000E+0001
   9.250  1.83E-0003  4.143E+0000 -4.000E+0001
   9.300  1.71E-0003  4.156E+0000 -4.000E+0001
   9.350  1.58E-0003  4.170E+0000 -4.000E+0001
   9.400  1.46E-0003  4.183E+0000 -4.000E+0001
   9.450  1.34E-0003  4.195E+0000 -4.000E+0001
   9.500  1.22E-0003  4.208E+0000 -4.000E+0001
   9.550  1.10E-0003  4.221E+0000 -4.000E+0001
   9.600  9.78E-0004  4.233E+0000 -4.000E+0001
   9.650  8.56E-0004  4.245E+0000 -4.000E+0001
   9.700  7.33E-0004  4.258E+0000 -4.000E+0001
   9.750  6.11E-0004  4.270E+0000 -4.000E+0001
   9.800  4.89E-0004  4.282E+0000 -4.000E+0001
   9.850  3.67E-0004  4.293E+0000 -4.000E+0001
   9.900  2.44E-0004  4.305E+0000 -4.000E+0001
   9.950  1.22E-0004  4.316E+0000 -4.000E+0001
  10.000  0.00E+0000  4.328E+0000 -4.000E+0001
  10.050 -1.22E-0004  4.339E+0000 -4.000E+0001
  10.100 -2.44E-0004  4.350E+0000 -4.000E+0001
  10.150 -3.67E-0004  4.361E+0000 -4.000E+0001
  10.200 -4.89E-0004  4.372E+0000 -4.000E+0001
  10.250 -6.11E-0004  4.383E+0000 -4.000E+0001
  10.300 -7.33E-0004  4.394E+0000 -4.000E+0001
  10.350 -8.56E-0004  4.404E+0000 -4.000E+0001
  10.400 -9.78E-0004  4.415E+0000 -4.000E+0001
  10.450 -1.10E-0003  4.425E+0000 -4.000E+0001
  10.500 -1.22E-0003  4.435E+0000 -4.000E+0001
  10.550 -1.34E-0003  4.446E+0000 -4.000E+0001
  10.600 -1.46E-0003  4.456E+0000 -4.000E+0001
  10.650 -1.58E-0003  4.465E+0000 -4.000E+0001
  10.700 -1.71E-0003  4.475E+0000 -4.000E+0001
  10.750 -1.83E-0003  4.485E+0000 -4.000E+0001
  10.800 -1.96E-0003  4.495E+0000 -4.000E+0001
  10.850 -2.08E-0003  4.504E+0000 -4.000E+0001
  10.900 -2.20E-0003  4.513E+0000 -4.000E+0001
  10.950 -2.32E-0003  4.523E+0000 -4.000E+0001
  11.000 -2.44E-0003  4.532E+0000 -4.000E+0001
  11.050 -2.57E-0003  4.541E+0000 -4.000E+0001
  11.100 -2.69E-0003  4.550E+0000 -4.000E+0001
  11.150 -2.81E-0003  4.559E+0000 -4.000E+0001
  11.200 -2.93E-0003  4.567E+0000 -4.000E+0001
  11.250 -3.06E-0003  4.576E+0000 -4.000E+0001
  11.300 -3.18E-0003  4.585E+0000 -4.000E+0001
  11.350 -3.30E-0003  4.593E+0000 -4.000E+0001
  11.400 -3.42E-0003  4.601E+0000 -4.000E+0001
  11.450 -3.54E-0003  4.610E+0000 -4.000E+0001
  11.500 -3.67E-0003  4.618E+0000 -4.000E+0001
  11.550 -3.79E-0003  4.626E+0000 -4.000E+0001
  11.600 -3.91E-0003  4.634E+0000 -4.000E+0001
  11.650 -4.03E-0003  4.642E+0000 -4.000E+0001
  11.700 -4.16E-0003  4.650E+0000 -4.000E+0001
  11.750 -4.28E-0003  4.657E+0000 -4.000E+0001
  11.800 -4.40E-0003  4.665E+0000 -4.000E+0001
  11.850 -4.52E-0003  4.672E+0000 -4.000E+0001
  11.900 -4.64E-0003  4.680E+0000 -4.000E+0001
  11.950 -4.77E-0003  4.687E+0000 -4.000E+0001
  12.000 -4.89E-0003  4.695E+0000 -4.000E+0001
  12.050 -5.01E-0003  4.702E+0000 -4.000E+0001
  12.100 -5.13E-0003  4.709E+0000 -4.000E+0001
  12.150 -5.26E-0003  4.716E+0000 -4.000E+0001
  12.200 -5.38E-0003  4.723E+0000 -4.000E+0001
  12.250 -5.50E-0003  4.730E+0000 -4.000E+0001
  12.300 -5.62E-0003  4.736E+0000 -4.000E+0001
  12.350 -5.75E-0003  4.743E+0000 -4.000E+0001
  12.400 -5.87E-0003  4.750E+0000 -4.000E+0001
  12.450 -5.99E-0003  4.756E+0000 -4.000E+0001
  12.500 -6.11E-0003  4.763E+0000 -4.000E+0001
  12.550 -6.23E-0003  4.769E+0000 -4.000E+0001
  12.600 -6.36E-0003  4.776E+0000 -4.000E+0001
  12.650 -6.48E-0003  4.782E+0000 -4.000E+0001
  12.700 -6.60E-0003  4.788E+0000 -4.000E+0001
  12.750 -6.72E-0003  4.794E+0000 -4.000E+0001
  12.800 -6.85E-0003  4.800E+0000 -4.000E+0001
  12.850 -6.97E-0003  4.806E+0000 -4.000E+0001
  12.900 -7.09E-0003  4.812E+0000 -4.000E+0001
  12.950 -7.21E-0003  4.818E+0000 -4.000E+0001
  13.000 -7.33E-0003  4.824E+0000 -4.000E+0001
  13.050 -7.46E-0003  4.829E+0000 -4.000E+0001
  13.100 -7.58E-0003  4.835E+0000 -4.000E+0001
  13.150 -7.70E-0003  4.840E+0000 -4.000E+0001
  13.200 -7.82E-0003  4.846E+0000 -4.000E+0001
  13.250 -7.95E-0003  4.851E+0000 -4.000E+0001
  13.300 -8.07E-0003  4.857E+0000 -4.000E+0001
  13.350 -8.19E-0003  4.862E+0000 -4.000E+0001
  13.400 -8.31E-0003  4.867E+0000 -4.000E+0001
  13.450 -8.43E-0003  4.872E+0000 -4.000E+0001
  13.500 -8.56E-0003  4.877E+0000 -4.000E+0001
  13.550 -8.68E-0003  4.883E+0000 -4.000E+0001
  13.600 -8.80E-0003  4.888E+0000 -4.000E+0001
  13.650 -8.92E-0003  4.892E+0000 -4.000E+0001
  13.700 -9.05E-0003  4.897E+0000 -4.000E+0001
  13.750 -9.17E-0003  4.902E+0000 -4.000E+0001
  13.800 -9.29E-0003  4.907E+0000 -4.000E+0001
  13.850 -9.41E-0003  4.912E+0000 -4.000E+0001
  13.900 -9.53E-0003  4.916E+0000 -4.000E+0001
  13.950 -9.66E-0003  4.921E+0000 -4.000E+0001
  14.000 -9.78E-0003  4.925E+0000 -4.000E+0001
  14.050 -9.90E-0003  4.930E+0000 -4.000E+0001
  14.100 -1.00E-0002  4.934E+0000 -4.000E+0001
  14.150 -1.01E-0002  4.939E+0000 -4.000E+0001
  14.200 -1.02E-0002  4.943E+0000 -4.000E+0001
  14.250 -1.03E-0002  4.947E+0000 -4.000E+0001
  14.300 -1.05E-0002  4.951E+0000 -4.000E+0001
  14.350 -1.06E-0002  4.956E+0000 -4.000E+0001
  14.400 -1.07E-0002  4.960E+0000 -4.000E+0001
  14.450 -1.08E-0002  4.964E+0000 -4.000E+0001
  14.500 -1.10E-0002  4.968E+0000 -4.000E+0001
  14.550 -1.11E-0002  4.972E+0000 -4.000E+0001
  14.600 -1.12E-0002  4.976E+0000 -4.000E+0001
  14.650 -1.13E-0002  4.979E+0000 -4.000E+0001
  14.700 -1.14E-0002  4.983E+0000 -4.000E+0001
  14.750 -1.16E-0002  4.987E+0000 -4.000E+0001
  14.800 -1.17E-0002  4.991E+0000 -4.000E+0001
  14.850 -1.18E-0002  4.994E+0000 -4.000E+0001
  14.900 -1.19E-0002  4.998E+0000 -4.000E+0001
  14.950 -1.21E-0002  5.002E+0000 -4.000E+0001
  15.000 -1.22E-0002  5.005E+0000 -4.000E+0001
  15.050 -1.23E-0002  5.009E+0000 -4.000E+0001
  15.100 -1.24E-0002  5.012E+0000 -4.000E+0001
  15.150 -1.25E-0002  5.016E+0000 -4.000E+0001
  15.200 -1.27E-0002  5.019E+0000 -4.000E+0001
  15.250 -1.28E-0002  5.022E+0000 -4.000E+0001
  15.300 -1.29E-0002  5.026E+0000 -4.000E+0001
  15.350 -1.30E-0002  5.029E+0000 -4.000E+0001
  15.400 -1.32E-0002  5.032E+0000 -4.000E+0001
  15.450 -1.33E-0002  5.035E+0000 -4.000E+0001
  15.500 -1.34E-0002  5.038E+0000 -4.000E+0001
  15.550 -1.35E-0002  5.042E+0000 -4.000E+0001
  15.600 -1.36E-0002  5.045E+0000 -4.000E+0001
  15.650 -1.38E-0002  5.048E+0000 -4.000E+0001
  15.700 -1.39E-0002  5.051E+0000 -4.000E+0001
  15.750 -1.40E-0002  5.054E+0000 -4.000E+0001
  15.800 -1.41E-0002  5.056E+0000 -4.000E+0001
  15.850 -1.43E-0002  5.059E+0000 -4.000E+0001
  15.900 -1.44E-0002  5.062E+0000 -4.000E+0001
  15.950 -1.45E-0002  5.065E+0000 -4.000E+0001
  16.000 -1.46E-0002  5.068E+0000 -4.000E+0001
  16.050 -1.47E-0002  4.979E+0000 -6.000E+0001
  16.100 -1.49E-0002  4.893E+0000 -6.000E+0001
  16.150 -1.50E-0002  4.808E+0000 -6.000E+0001
  16.200 -1.51E-0002  4.726E+0000 -6.000E+0001
  16.250 -1.52E-0002  4.645E+0000 -6.000E+0001
  16.300 -1.54E-0002  4.566E+0000 -6.000E+0001
  16.350 -1.55E-0002  4.488E+0000 -6.000E+0001
  16.400 -1.56E-0002  4.413E+0000 -6.000E+0001
  16.450 -1.58E-0002  4.339E+0000 -6.000E+0001
  16.500 -1.59E-0002  4.266E+0000 -6.000E+0001
  16.550 -1.60E-0002  4.195E+0000 -6.000E+0001
  16.600 -1.61E-0002  4.126E+0000 -6.000E+0001
  16.650 -1.63E-0002  4.058E+0000 -6.000E+0001
  16.700 -1.64E-0002  3.992E+0000 -6.000E+0001
  16.750 -1.65E-0002  3.926E+0000 -6.000E+0001
  16.800 -1.66E-0002  3.863E+0000 -6.000E+0001
  16.850 -1.67E-0002  3.801E+0000 -6.000E+0001
  16.900 -1.69E-0002  3.740E+0000 -6.000E+0001
  16.950 -1.70E-0002  3.680E+0000 -6.000E+0001
  17.000 -1.71E-0002  3.621E+0000 -6.000E+0001
  17.050 -1.72E-0002  3.564E+0000 -6.000E+0001
  17.100 -1.74E-0002  3.508E+0000 -6.000E+0001
  17.150 -1.75E-0002  3.453E+0000 -6.000E+0001
  17.200 -1.76E-0002  3.399E+0000 -6.000E+0001
  17.250 -1.77E-0002  3.347E+0000 -6.000E+0001
  17.300 -1.78E-0002  3.295E+0000 -6.000E+0001
  17.350 -1.80E-0002  3.245E+0000 -6.000E+0001
  17.400 -1.81E-0002  3.195E+0000 -6.000E+0001
  17.450 -1.82E-0002  3.147E+0000 -6.000E+0001
  17.500 -1.83E-0002  3.100E+0000 -6.000E+0001
  17.550 -1.85E-0002  3.053E+0000 -6.000E+0001
  17.600 -1.86E-0002  3.007E+0000 -6.000E+0001
  17.650 -1.87E-0002  2.963E+0000 -6.000E+0001
  17.700 -1.88E-0002  2.919E+0000 -6.000E+0001
  17.750 -1.89E-0002  2.876E+0000 -6.000E+0001
  17.800 -1.91E-0002  2.834E+0000 -6.000E+0001
  17.850 -1.92E-0002  2.793E+0000 -6.000E+0001
  17.900 -1.93E-0002  2.753E+0000 -6.000E+0001
  17.950 -1.94E-0002  2.713E+0000 -6.000E+0001
  18.000 -1.96E-0002  2.675E+0000 -6.000E+0001
  18.050 -1.97E-0002  2.637E+0000 -6.000E+0001
  18.100 -1.98E-0002  2.599E+0000 -6.000E+0001
  18.150 -1.99E-0002  2.563E+0000 -6.000E+0001
  18.200 -2.00E-0002  2.527E+0000 -6.000E+0001
  18.250 -2.02E-0002  2.492E+0000 -6.000E+0001
  18.300 -2.03E-0002  2.457E+0000 -6.000E+0001
  18.350 -2.04E-0002  2.424E+0000 -6.000E+0001
  18.400 -2.05E-0002  2.391E+0000 -6.000E+0001
  18.450 -2.07E-0002  2.358E+0000 -6.000E+0001
  18.500 -2.08E-0002  2.326E+0000 -6.000E+0001
  18.550 -2.09E-0002  2.295E+0000 -6.000E+0001
  18.600 -2.10E-0002  2.264E+0000 -6.000E+0001
  18.650 -2.11E-0002  2.234E+0000 -6.000E+0001
  18.700 -2.13E-0002  2.205E+0000 -6.000E+0001
  18.750 -2.14E-0002  2.176E+0000 -6.000E+0001
  18.800 -2.15E-0002  2.148E+0000 -6.000E+0001
  18.850 -2.16E-0002  2.120E+0000 -6.000E+0001
  18.900 -2.18E-0002  2.092E+0000 -6.000E+0001
  18.950 -2.19E-0002  2.066E+0000 -6.000E+0001
  19.000 -2.20E-0002  2.039E+0000 -6.000E+0001
  19.050 -2.21E-0002  2.014E+0000 -6.000E+0001
  19.100 -2.22E-0002  1.988E+0000 -6.000E+0001
  19.150 -2.24E-0002  1.963E+0000 -6.000E+0001
  19.200 -2.25E-0002  1.939E+0000 -6.000E+0001
  19.250 -2.26E-0002  1.915E+0000 -6.000E+0001
  19.300 -2.27E-0002  1.891E+0000 -6.000E+0001
  19.350 -2.29E-0002  1.868E+0000 -6.000E+0001
  19.400 -2.30E-0002  1.846E+0000 -6.000E+0001
  19.450 -2.31E-0002  1.823E+0000 -6.000E+0001
  19.500 -2.32E-0002  1.801E+0000 -6.000E+0001
  19.550 -2.33E-0002  1.780E+0000 -6.000E+0001
  19.600 -2.35E-0002  1.759E+0000 -6.000E+0001
  19.650 -2.36E-0002  1.738E+0000 -6.000E+0001
  19.700 -2.37E-0002  1.718E+0000 -6.000E+0001
  19.750 -2.38E-0002  1.698E+0000 -6.000E+0001
  19.800 -2.40E-0002  1.678E+0000 -6.000E+0001
  19.850 -2.41E-0002  1.659E+0000 -6.000E+0001
  19.900 -2.42E-0002  1.640E+0000 -6.000E+0001
  19.950 -2.43E-0002  1.621E+0000 -6.000E+0001
  20.000 -2.44E-0002  1.603E+0000 -6.000E+0001
  20.050 -2.46E-0002  1.585E+0000 -6.000E+0001
  20.100 -2.47E-0002  1.568E+0000 -6.000E+0001
  20.150 -2.48E-0002  1.550E+0000 -6.000E+0001
  20.200 -2.49E-0002  1.533E+0000 -6.000E+0001
  20.250 -2.51E-0002  1.516E+0000 -6.000E+0001
  20.300 -2.52E-0002  1.500E+0000 -6.000E+0001
  20.350 -2.53E-0002  1.484E+0000 -6.000E+0001
  20.400 -2.54E-0002  1.468E+0000 -6.000E+0001
  20.450 -2.55E-0002  1.452E+0000 -6.000E+0001
  20.500 -2.57E-0002  1.437E+0000 -6.000E+0001
  20.550 -2.58E-0002  1.422E+0000 -6.000E+0001
  20.600 -2.59E-0002  1.407E+0000 -6.000E+0001
  20.650 -2.60E-0002  1.392E+0000 -6.000E+0001
  20.700 -2.62E-0002  1.378E+0000 -6.000E+0001
  20.750 -2.63E-0002  1.364E+0000 -6.000E+0001
  20.800 -2.64E-0002  1.350E+0000 -6.000E+0001
  20.850 -2.65E-0002  1.336E+0000 -6.000E+0001
  20.900 -2.66E-0002  1.323E+0000 -6.000E+0001
  20.950 -2.68E-0002  1.310E+0000 -6.000E+0001
  21.000 -2.69E-0002  1.297E+0000 -6.000E+0001
  21.050 -2.70E-0002  1.284E+0000 -6.000E+0001
  21.100 -2.71E-0002  1.271E+0000 -6.000E+0001
  21.150 -2.73E-0002  1.259E+0000 -6.000E+0001
  21.200 -2.74E-0002  1.247E+0000 -6.000E+0001
  21.250 -2.75E-0002  1.235E+0000 -6.000E+0001
  21.300 -2.76E-0002  1.223E+0000 -6.000E+0001
  21.350 -2.77E-0002  1.212E+0000 -6.000E+0001
  21.400 -2.79E-0002  1.200E+0000 -6.000E+0001
  21.450 -2.80E-0002  1.189E+0000 -6.000E+0001
  21.500 -2.81E-0002  1.178E+0000 -6.000E+0001
  21.550 -2.82E-0002  1.167E+0000 -6.000E+0001
  21.600 -2.84E-0002  1.157E+0000 -6.000E+0001
  21.650 -2.85E-0002  1.146E+0000 -6.000E+0001
  21.700 -2.86E-0002  1.136E+0000 -6.000E+0001
  21.750 -2.87E-0002  1.126E+0000 -6.000E+0001
  21.800 -2.88E-0002  1.116E+0000 -6.000E+0001
  21.850 -2.90E-0002  1.106E+0000 -6.000E+0001
  21.900 -2.91E-0002  1.096E+0000 -6.000E+0001
  21.950 -2.92E-0002  1.087E+0000 -6.000E+0001
  22.000 -2.93E-0002  1.077E+0000 -6.000E+0001
  22.050 -2.95E-0002  1.068E+0000 -6.000E+0001
  22.100 -2.96E-0002  1.059E+0000 -6.000E+0001
  22.150 -2.97E-0002  1.050E+0000 -6.000E+0001
  22.200 -2.98E-0002  1.041E+0000 -6.000E+0001
  22.250 -2.99E-0002  1.032E+0000 -6.000E+0001
  22.300 -3.01E-0002  1.024E+0000 -6.000E+0001
  22.350 -3.02E-0002  1.015E+0000 -6.000E+0001
  22.400 -3.03E-0002  1.007E+0000 -6.000E+0001
  22.450 -3.04E-0002  9.989E-0001 -6.000E+0001
  22.500 -3.06E-0002  9.908E-0001 -6.000E+0001
  22.550 -3.07E-0002  9.829E-0001 -6.000E+0001
  22.600 -3.08E-0002  9.751E-0001 -6.000E+0001
  22.650 -3.09E-0002  9.674E-0001 -6.000E+0001
  22.700 -3.10E-0002  9.598E-0001 -6.000E+0001
  22.750 -3.12E-0002  9.523E-0001 -6.000E+0001
  22.800 -3.13E-0002  9.450E-0001 -6.000E+0001
  22.850 -3.14E-0002  9.377E-0001 -6.000E+0001
  22.900 -3.15E-0002  9.306E-0001 -6.000E+0001
