  0.1000  -0.02136     0.18 -59.74805    38.23 
  0.2000   0.48148     0.00 -59.32525     0.15 
  0.3000   0.38117     0.00 -59.39509     0.23 
  0.4000   0.56704     0.00 -59.10558     0.36 
  0.5000   0.71745     0.00 -58.77470     0.54 
  0.6000   0.71732     0.00 -58.84212     1.08 
  0.7000   0.68815     0.00 -58.68913     1.55 
  0.8000   1.07933     0.00 -58.18391     2.18 
  0.9000   1.31175     0.00 -58.05459     3.02 
  1.0000   1.33678     0.00 -58.01859     4.12 
  1.1000   1.18153     0.00 -57.60310     5.55 
  1.2000   1.01528     0.00 -56.72170     7.37 
  1.3000   1.04568     0.00 -56.44550     9.66 
  1.4000   1.24862     0.00 -56.42232    12.51 
  1.5000   1.11502     0.00 -56.27699    16.01 
  1.6000   1.46219     0.00 -56.12218    20.27 
  1.7000   1.65444     0.00 -56.31698    25.40 
  1.8000   1.67757     0.00 -56.09036    31.51 
  1.9000   1.76075     0.00 -55.54472    38.70 
  2.0000   1.73982     0.00 -55.34163    47.10 
  2.1000   1.90214     0.00 -55.41651    56.99 
  2.2000   1.83361     0.00 -55.12552    68.08 
  2.3000   2.15093     0.00 -55.44702    80.31 
  2.4000   2.01733     0.00 -55.38010    93.57 
  2.5000   2.11024     0.00 -55.70326   107.75 
  2.6000   1.97757     0.00 -55.86073   122.74 
  2.7000   2.35297     0.00 -55.38128   138.37 
  2.8000   2.80132     0.00 -55.20206   154.40 
  2.9000   3.11976     0.00 -54.62044   170.80 
  3.0000   2.86767     0.00 -54.13581   187.90 
  3.1000   2.87378     0.01 -54.48907   205.17 
  3.2000   2.70907     0.02 -54.50594   221.11 
  3.3000   2.88915     0.03 -54.19001   235.09 
  3.4000   2.55642     0.06 -54.06650   247.71 
  3.5000   2.04837     0.10 -53.63244   259.08 
  3.6000   1.65036     0.18 -53.74179   269.49 
  3.7000   1.44518     0.95 -53.46845   279.71 
  3.8000   0.75525     2.06 -52.65674   286.51 
  3.9000   0.06315     5.18 -52.93150   288.45 
  4.0000  -0.53197    14.34 -52.64564   287.56 
  4.1000  -1.30348     3.32 -51.97088   285.15 
  4.2000  -1.98185     1.25 -51.83521   277.85 
  4.3000  -2.72672     0.50 -51.89610   269.64 
  4.4000  -3.44077     0.00 -51.59347   265.12 
  4.5000  -4.07325     0.00 -51.71478   299.79 
  4.6000  -4.82434     0.00 -51.86180   181.99 
  4.7000  -5.65456     0.00 -51.61648   135.87 
  4.8000  -6.30505     0.00 -52.19696   107.06 
  4.9000  -7.70530     0.00 -52.32232    85.39 
  5.0000  -8.65685     0.00 -52.34144    67.12 
  5.1000  -9.53099     0.00 -51.68989    52.51 
  5.2000 -10.54073     0.00 -51.76043    39.60 
  5.3000 -11.72549     0.00 -52.08050    28.74 
  5.4000 -12.84945     0.00 -52.51264    19.53 
  5.5000 -14.32253     0.00 -53.32710    12.93 
  5.6000 -15.36985     0.00 -53.57474     7.81 
  5.7000 -16.52501     0.00 -54.63801     4.48 
  5.8000 -17.59721     0.00 -55.38097     2.19 
  5.9000 -18.36477     0.00 -55.70868     1.00 
  6.0000 -19.39409     0.00 -56.56874     0.43 
  6.1000 -20.08381     0.00 -57.17646     0.00 
  6.2000 -21.08081     0.00 -57.06297     0.00 
  6.3000 -22.04785     0.00 -58.28420     0.00 
  6.4000 -22.49046     0.00 -58.21949     0.00 
  6.5000 -23.09374     0.00 -58.95655     0.00 
  6.6000 -24.11932     0.00 -59.48032     0.00 
  6.7000 -24.34155     0.00 -60.41572     0.00 
  6.8000 -25.00884     0.00 -61.24521     0.00 
  6.9000 -25.67311     0.00 -61.47429     0.00 
  7.0000 -26.30970     0.00 -61.73267     0.00 
  7.1000 -27.53364     0.00 -61.97316     0.00 
  7.2000 -28.19254     0.00 -63.54321     0.00 
  7.3000 -28.48012     0.00 -63.95642     0.00 
  7.4000 -28.80544     0.00 -64.25377     0.00 
  7.5000 -29.20828     0.00 -64.43374     0.00 
  7.6000 -29.25379     0.00 -64.65727     0.00 
  7.7000 -29.75352     0.00 -65.07265     0.00 
  7.8000 -29.97903     0.00 -64.54187     0.00 
  7.9000 -30.68055     0.00 -65.61866     0.00 
  8.0000 -30.84911     0.00 -65.72264     0.00 
  8.1000 -31.55021     0.00 -65.84505     0.00 
  8.2000 -32.27708     0.00 -66.17179     0.00 
  8.3000 -32.71356     0.00 -67.03639     0.00 
  8.4000 -32.57043     0.00 -67.93068     0.00 
  8.5000 -32.47703     0.00 -68.04886     0.00 
  8.6000 -32.85149     0.00 -68.02507     0.00 
  8.7000 -33.43730     0.00 -68.53688     0.00 
  8.8000 -33.36476     0.00 -68.35879     0.00 
  8.9000 -33.32680     0.00 -69.33433     0.00 
  9.0000 -33.96645     0.00 -69.41991     0.00 
  9.1000 -33.96204     0.00 -68.99453     0.00 
  9.2000 -34.33613     0.00 -69.22504     0.00 
  9.3000 -34.37306     0.00 -69.19747     0.00 
  9.4000 -35.23655     0.00 -69.48294     0.00 
  9.5000 -35.34995     0.00 -70.35624     0.00 
  9.6000 -35.11228     0.00 -70.47393     0.00 
  9.7000 -35.49090     0.00 -70.43874     0.00 
  9.8000 -35.94097     0.00 -70.59909     0.00 
  9.9000 -36.16448     0.00 -70.84669     0.00 
 10.0000 -36.28892     0.00 -70.24176     0.00 
 10.1000 -36.35434     0.00 -70.56684     0.00 
 10.2000 -36.92475     0.00 -71.18549     0.00 
 10.3000 -36.50034     0.00 -71.07923     0.00 
 10.4000 -36.59222     0.00 -70.57812     0.00 
 10.5000 -36.57853     0.00 -70.43370     0.00 
 10.6000 -36.65800     0.00 -70.68309     0.00 
 10.7000 -37.16137     0.00 -70.51707     0.00 
 10.8000 -37.12286     0.00 -70.38238     0.00 
 10.9000 -37.18320     0.00 -71.25510     0.00 
 11.0000 -37.30551     0.00 -71.31018     0.00 
 11.1000 -37.38971     0.00 -71.18136     0.00 
 11.2000 -37.18592     0.00 -71.49900     0.00 
 11.3000 -37.04025     0.00 -72.01680     0.00 
 11.4000 -37.08756     0.00 -71.08260     0.00 
 11.5000 -37.27187     0.00 -70.87325     0.00 
 11.6000 -37.70444     0.00 -70.81290     0.00 
 11.7000 -37.68154     0.00 -71.05187     0.00 
 11.8000 -37.79996     0.00 -70.94085     0.00 
 11.9000 -38.27701     0.00 -71.19449     0.00 
 12.0000 -38.13269     0.00 -71.29659     0.00 
 12.1000 -38.05659     0.00 -71.38987     0.00 
 12.2000 -38.10350     0.00 -70.76230     0.00 
