    0.000   0.00000   0.00000
    0.333   0.00000   0.00000
    0.667   0.00000   0.00000
    1.000   0.00000   0.00000
    1.333   2.25000   0.00000
    1.333   2.25000   0.00000
    1.667  11.25000   0.00000
    2.000  41.25000   0.00001
    2.333  89.25000   0.00013
    2.667 164.25000   0.00096
    3.000 227.25000   0.00445
    3.333 279.75000   0.01223
    3.667 336.00000   0.03134
    4.000 328.50000   0.06551
    4.333 282.75000   0.10862
    4.667 299.25000   0.17616
    5.000 182.25000   0.25982
    5.333 114.75000   0.33911
    5.333 131.25000   0.35275
    5.667  78.00000   0.43649
    6.000  41.25000   0.53157
    6.333  22.50000   0.60466
    6.333  24.00000   0.61587
    6.667  11.25000   0.67642
    7.000   1.50000   0.73148
    7.333   0.00000   0.76545
    7.333   0.00000   0.76999
    7.667   0.75000   0.79093
    8.000   0.00000   0.80279
    8.333   0.00000   0.80372
    8.333   0.00000   0.80316
    8.667   0.00000   0.79610
    9.000   0.00000   0.78099
    9.333   0.00000   0.76335
    9.333   0.00000   0.76006
    9.667   0.00000   0.73857
   10.000   0.00000   0.71043
   10.333   0.00000   0.68440
   10.333   0.00000   0.67993
   10.667   0.00000   0.65253
   11.000   0.00000   0.61973
   11.333   0.00000   0.59128
   11.333   0.00000   0.58654
   11.667   0.00000   0.55814
   12.000   0.00000   0.52538
   12.333   0.00000   0.49785
   12.333   0.00000   0.49332
   12.667   0.00000   0.46655
   13.000   0.00000   0.43630
   13.333   0.00000   0.41132
   13.333   0.00000   0.40725
   13.667   0.00000   0.38336
   14.000   0.00000   0.35672
   14.333   0.00000   0.33498
   14.333   0.00000   0.33145
   14.667   0.00000   0.31087
   15.000   0.00000   0.28814
   15.333   0.00000   0.26973
   15.333   0.00000   0.26675
   15.667   0.00000   0.24947
   16.000   0.00000   0.23049
   16.333   0.00000   0.21522
   16.333   0.00000   0.21276
   16.667   0.00000   0.19850
   17.000   0.00000   0.18293
   17.333   0.00000   0.17045
   17.333   0.00000   0.16845
   17.667   0.00000   0.15685
   18.000   0.00000   0.14424
   18.333   0.00000   0.13416
   18.667   0.00000   0.12322
   19.000   0.00000   0.11310
   19.333   0.00000   0.10505
   19.667   0.00000   0.09632
   20.000   0.00000   0.08828
   20.333   0.00000   0.08189
   20.667   0.00000   0.07498
   21.000   0.00000   0.06863
   21.333   0.00000   0.06359
   21.667   0.00000   0.05816
   22.000   0.00000   0.05317
   22.333   0.00000   0.04922
   22.667   0.00000   0.04497
   23.000   0.00000   0.04107
   23.333   0.00000   0.03799
   23.667   1.50000   0.03467
   24.000   4.50000   0.03164
   24.333   6.75000   0.02925
   24.667  24.00000   0.02676
   25.000  63.75000   0.02478
   25.333  63.00000   0.02366
   25.667 150.00000   0.02392
   26.000 191.25000   0.02827
   26.333 228.00000   0.03609
