   0.200     -0.000   -300.000 0 0 0 0 0 0 0 0 0 
   0.400     -0.000   -300.000 0 0 0 0 0 0 0 0 0 
   0.600     -0.000   -300.000 0 0 0 0 0 0 0 0 0 
   0.800     -0.000   -300.000 0 0 0 0 0 0 0 0 0 
   1.000     -0.000   -300.000 0 0 0 0 0 0 0 0 0 
   1.200     -0.000   -299.953 0 0 0 0 0 0 0 0 0 
   1.400     -0.000   -299.451 0 0 0 0 0 0 0 0 0 
   1.600     -0.000   -297.739 0 0 0 0 0 0 0 0 0 
   1.800     -0.000   -293.623 0 0 0 0 0 0 0 0 0 
   2.000     -0.000   -285.329 0 0 0 0 0 0 0 0 0 
   2.200     -0.000   -275.503 0 0 0 0 0 0 0 0 0 
   2.400     -0.000   -264.722 0 0 0 0 0 0 0 0 0 
   2.600     -0.000   -252.270 0 0 0 0 0 0 0 0 0 
   2.800     -0.000   -237.529 0 0 0 0 0 0 0 0 0 
   3.000     -0.000   -219.964 0 0 0 0 0 0 0 0 0 
   3.200     -0.000   -198.560 0 0 0 0 0 0 0 0 0 
   3.400     -0.000   -169.191 0 0 0 0 0 0 0 0 0 
   3.600     -0.000   -127.752 0 0 0 0 0 0 0 0 0 
   3.800     -0.000    -70.694 0 0 0 0 0 0 0 0 0 
   4.000     -0.000      5.030 0 0 0 0 0 0 0 0 0 
   4.200     -0.000    102.317 0 0 0 0 0 0 0 0 0 
   4.400     -0.000    225.365 0 0 0 0 0 0 0 0 0 
   4.600     -0.000    378.031 0 0 0 0 0 0 0 0 0 
   4.800     -0.000    563.578 0 0 0 0 0 0 0 0 0 
   5.000     -0.000    784.732 0 0 0 0 0 0 0 0 0 
   5.200     -0.000   1042.347 0 0 0 0 0 0 0 0 0 
   5.400     -0.000   1328.931 0 0 0 0 0 0 0 0 0 
   5.600     -0.000   1636.500 0 0 0 0 0 0 0 0 0 
   5.800     -0.000   1957.976 0 0 0 0 0 0 0 0 0 
   6.000     -0.000   2287.102 0 0 0 0 0 0 0 0 0 
   6.200     -0.000   2617.532 0 0 0 0 0 0 0 0 0 
   6.400     -0.000   2938.847 0 0 0 0 0 0 0 0 0 
   6.600     -0.000   3241.176 0 0 0 0 0 0 0 0 0 
   6.800     -0.000   3515.943 0 0 0 0 0 0 0 0 0 
   7.000     -0.000   3755.746 0 0 0 0 0 0 0 0 0 
   7.200     -0.000   3955.376 0 0 0 0 0 0 0 0 0 
   7.400     -0.000   4117.043 0 0 0 0 0 0 0 0 0 
   7.600     -0.000   4243.898 0 0 0 0 0 0 0 0 0 
   7.800     -0.000   4338.840 0 0 0 0 0 0 0 0 0 
   8.000     -0.000   4404.534 0 0 0 0 0 0 0 0 0 
   8.200     -0.000   4443.550 0 0 0 0 0 0 0 0 0 
   8.400     -0.000   4458.929 0 0 0 0 0 0 0 0 0 
   8.600     -0.000   4453.539 0 0 0 0 0 0 0 0 0 
   8.800     -0.000   4429.974 0 0 0 0 0 0 0 0 0 
   9.000     -0.000   4390.580 0 0 0 0 0 0 0 0 0 
   9.200     -0.000   4337.475 0 0 0 0 0 0 0 0 0 
   9.400     -0.000   4272.566 0 0 0 0 0 0 0 0 0 
   9.600     -0.000   4197.576 0 0 0 0 0 0 0 0 0 
